"grna_target","response_id","t_test","wilcoxon_test"
"candidate_enh_1","ENSG00000152518",0.180941655277196,22235567.0078125
"candidate_enh_1","ENSG00000152527",0.60834851960921,21762639.7128906
"candidate_enh_1","ENSG00000162878",0.563979096197717,22010878
"candidate_enh_1","ENSG00000115750",0.286089380808428,22134233.7177734
"candidate_enh_1","ENSG00000115756",0.541442233920659,22146902.8457031
"candidate_enh_1","ENSG00000115758",0.527719035657543,22356332.8481445
"candidate_enh_1","ENSG00000115761",0.483599403103223,22188603.3183594
"candidate_enh_1","ENSG00000119185",0.749240630592192,21849533.1157227
"candidate_enh_1","ENSG00000119203",0.0569519128535403,22808341.4013672
"candidate_enh_1","ENSG00000134308",0.772805125607074,21823766.7607422
"candidate_enh_1","ENSG00000134317",0.373891753486185,21950163.5
"candidate_enh_1","ENSG00000134318",0.0135786623606152,21234578.3486328
"candidate_enh_1","ENSG00000134330",0.148283915965378,22338563
"candidate_enh_1","ENSG00000143870",0.188685865420158,22386246.9541016
"candidate_enh_1","ENSG00000143882",0.491511488187176,21973461
"candidate_enh_1","ENSG00000151694",0.0963100131930554,22579978.7910156
"candidate_enh_1","ENSG00000162976",0.930463816908049,22124640.7275391
"candidate_enh_1","ENSG00000171848",0.673197754956093,22310698.5371094
"candidate_enh_1","ENSG00000172059",0.980168647300985,22120932.2421875
"candidate_enh_1","ENSG00000114999",0.995037912914988,22016802.340332
"candidate_enh_1","ENSG00000125611",0.729656353246863,21927728.0566406
"candidate_enh_1","ENSG00000125618",0.528788437872377,21973256.5
"candidate_enh_1","ENSG00000125630",0.401700364501184,21897626.6901855
"candidate_enh_1","ENSG00000125637",0.523738395258773,21973173.5
"candidate_enh_1","ENSG00000136682",0.0528550044314033,22642818.8164062
"candidate_enh_1","ENSG00000144130",0.943388649293756,22046303
"candidate_enh_1","ENSG00000144134",0.804155098182534,22069933.5
"candidate_enh_1","ENSG00000144136",0.329251385544048,22577419.4282227
"candidate_enh_1","ENSG00000144161",0.438820988414929,22570817.8032227
"candidate_enh_1","ENSG00000153107",0.883039735491865,22087010.4667969
"candidate_enh_1","ENSG00000153208",0.658375591812853,22019440.5
"candidate_enh_1","ENSG00000153214",0.820394669640618,22142640.5
"candidate_enh_1","ENSG00000169607",0.496732514688274,22445474.0234375
"candidate_enh_1","ENSG00000188177",0.0831888770946301,21670964.2089844
"candidate_enh_1","ENSG00000115084",0.362249748769033,22302394.8334961
"candidate_enh_1","ENSG00000115091",0.268750157908573,21520623.2734375
"candidate_enh_1","ENSG00000138756",0.582399433929287,21953221.1533203
"candidate_enh_1","ENSG00000138767",0.764223728267093,21855106.8359375
"candidate_enh_1","ENSG00000138772",0.508341657660557,21888045
"candidate_enh_1","ENSG00000156269",0.14615333647496,22348987.5
"candidate_enh_1","ENSG00000163291",0.952985907433512,21970865.5390625
"candidate_enh_1","ENSG00000169288",0.154040938640166,21740479.2998047
"candidate_enh_1","ENSG00000163297",0.615144889190575,22118900.4477539
"candidate_enh_1","ENSG00000008853",0.483955555230209,21992216.5
"candidate_enh_1","ENSG00000104679",0.332389365077593,21885339.9121094
"candidate_enh_1","ENSG00000104689",0.31400257574479,21825843.5
"candidate_enh_1","ENSG00000120889",0.133060743145976,22366655.5
"candidate_enh_1","ENSG00000120896",0.478029906864802,22171247.5
"candidate_enh_1","ENSG00000120913",0.380722201419901,22097941.5
"candidate_enh_1","ENSG00000147439",0.0632210660918826,22372822.0410156
"candidate_enh_1","ENSG00000147454",0.646070605106954,22013366.9418945
"candidate_enh_1","ENSG00000147457",0.740148370658756,21898863.5200195
"candidate_enh_1","ENSG00000158941",0.700060788265236,22100379.0878906
